name    l_forearm
frameName           l_forearm_dh_frame
spatial_sampling     taxel
taxel2Repr (  3  3  3  3  3  3  -1  3  3  3  -1  3  15  15  15  15  15  15  -1  15  15  15  -1  15  27  27  27  27  27  27  -1  27  27  27  -1  27  39  39  39  39  39  39  -1  39  39  39  -1  39  51  51  51  51  51  51  -1  51  51  51  -1  51  63  63  63  63  63  63  -1  63  63  63  -1  63  75  75  75  75  75  75  -1  75  75  75  -1  75  87  87  87  87  87  87  -1  87  87  87  -1  87  99  99  99  99  99  99  -1  99  99  99  -1  99  111  111  111  111  111  111  -1  111  111  111  -1  111  123  123  123  123  123  123  -1  123  123  123  -1  123  135  135  135  135  135  135  -1  135  135  135  -1  135  147  147  147  147  147  147  -1  147  147  147  -1  147  159  159  159  159  159  159  -1  159  159  159  -1  159  171  171  171  171  171  171  -1  171  171  171  -1  171  183  183  183  183  183  183  -1  183  183  183  -1  183  195  195  195  195  195  195  -1  195  195  195  -1  195  207  207  207  207  207  207  -1  207  207  207  -1  207  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  231  231  231  231  231  231  -1  231  231  231  -1  231  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  267  267  267  267  267  267  -1  267  267  267  -1  267  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  291  291  291  291  291  291  -1  291  291  291  -1  291  303  303  303  303  303  303  -1  303  303  303  -1  303  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  339  339  339  339  339  339  -1  339  339  339  -1  339  351  351  351  351  351  351  -1  351  351  351  -1  351  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  )
[calibration]
-0.0308	-0.0669	0.0235	-0.9877	0.0707	0.1393
-0.0278	-0.0634	0.0283	-0.9877	0.0707	0.1393
-0.0300	-0.0605	0.0228	-0.9877	0.0707	0.1393
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0323	-0.0642	0.0178	-0.9877	0.0707	0.1393
-0.0280	-0.0758	0.0326	-0.9522	0.0425	0.3022
-0.0272	-0.0693	0.0320	-0.9522	0.0425	0.3022
-0.0305	-0.0728	0.0273	-0.9522	0.0425	0.3022
-0.0310	-0.0794	0.0278	-0.9522	0.0425	0.3022
-0.0327	-0.0765	0.0221	-0.9522	0.0425	0.3022
-0.0310	-0.0794	0.0278	-0.9522	0.0425	0.3022
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0330	-0.0831	0.0224	-0.9522	0.0425	0.3022
-0.0308	-0.0860	0.0279	-0.9522	0.0425	0.3022
-0.0276	-0.0892	0.0330	-0.9522	0.0425	0.3022
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0281	-0.0825	0.0329	-0.9522	0.0425	0.3022
-0.0335	-0.0964	0.0192	-0.9869	0.0139	0.1606
-0.0285	-0.0958	0.0301	-0.9869	0.0139	0.1606
-0.0315	-0.0927	0.0248	-0.9869	0.0139	0.1606
-0.0335	-0.0964	0.0192	-0.9869	0.0139	0.1606
-0.0338	-0.0897	0.0191	-0.9869	0.0139	0.1606
