name    r_forearm
spatial_sampling     taxel
taxel2Repr (  3  3  3  3  3  3  -1  3  3  3  -1  3  15  15  15  15  15  15  -1  15  15  15  -1  15  27  27  27  27  27  27  -1  27  27  27  -1  27  39  39  39  39  39  39  -1  39  39  39  -1  39  51  51  51  51  51  51  -1  51  51  51  -1  51  63  63  63  63  63  63  -1  63  63  63  -1  63  75  75  75  75  75  75  -1  75  75  75  -1  75  87  87  87  87  87  87  -1  87  87  87  -1  87  99  99  99  99  99  99  -1  99  99  99  -1  99  111  111  111  111  111  111  -1  111  111  111  -1  111  123  123  123  123  123  123  -1  123  123  123  -1  123  135  135  135  135  135  135  -1  135  135  135  -1  135  147  147  147  147  147  147  -1  147  147  147  -1  147  159  159  159  159  159  159  -1  159  159  159  -1  159  171  171  171  171  171  171  -1  171  171  171  -1  171  183  183  183  183  183  183  -1  183  183  183  -1  183  195  195  195  195  195  195  -1  195  195  195  -1  195  207  207  207  207  207  207  -1  207  207  207  -1  207  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  231  231  231  231  231  231  -1  231  231  231  -1  231  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  267  267  267  267  267  267  -1  267  267  267  -1  267  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  291  291  291  291  291  291  -1  291  291  291  -1  291  303  303  303  303  303  303  -1  303  303  303  -1  303  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  339  339  339  339  339  339  -1  339  339  339  -1  339  351  351  351  351  351  351  -1  351  351  351  -1  351  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  )
[calibration]
-0.0285	0.0669	-0.0285	-0.9877	-0.0707	-0.1393
-0.0256	0.0634	-0.0256	-0.9877	-0.0707	-0.1393
-0.0278	0.0605	-0.0278	-0.9877	-0.0707	-0.1393
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0300	0.0642	-0.0300	-0.9877	-0.0707	-0.1393
-0.0257	0.0758	-0.0257	-0.9522	-0.0425	-0.3022
-0.0250	0.0693	-0.0250	-0.9522	-0.0425	-0.3022
-0.0282	0.0728	-0.0282	-0.9522	-0.0425	-0.3022
-0.0288	0.0794	-0.0288	-0.9522	-0.0425	-0.3022
-0.0305	0.0765	-0.0305	-0.9522	-0.0425	-0.3022
-0.0288	0.0794	-0.0288	-0.9522	-0.0425	-0.3022
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0307	0.0831	-0.0307	-0.9522	-0.0425	-0.3022
-0.0286	0.0860	-0.0286	-0.9522	-0.0425	-0.3022
-0.0255	0.0892	-0.0255	-0.9522	-0.0425	-0.3022
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0259	0.0825	-0.0259	-0.9522	-0.0425	-0.3022
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
-0.0263	0.0958	-0.0263	-0.9869	-0.0139	-0.1606
-0.0293	0.0927	-0.0293	-0.9869	-0.0139	-0.1606
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
-0.0315	0.0897	-0.0315	-0.9869	-0.0139	-0.1606
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
-0.0312	0.0964	-0.0312	-0.9869	-0.0139	-0.1606
0.0288	0.0604	0.0288	0.9883	-0.0603	-0.1396
0.0268	0.0633	0.0268	0.9883	-0.0603	-0.1396
0.0294	0.0669	0.0294	0.9883	-0.0603	-0.1396
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0314	0.0706	0.0314	0.9883	-0.0603	-0.1396
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0308	0.0641	0.0308	0.9883	-0.0603	-0.1396
0.0251	0.0503	0.0251	0.9580	-0.0992	-0.2690
0.0249	0.0569	0.0249	0.9580	-0.0992	-0.2690
0.0275	0.0540	0.0275	0.9580	-0.0992	-0.2690
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0281	0.0474	0.0281	0.9580	-0.0992	-0.2690
0.0179	0.0460	0.0179	0.5360	-0.1480	-0.8310
0.0078	0.0455	0.0078	0.5360	-0.1480	-0.8310
0.0130	0.0492	0.0130	0.5360	-0.1480	-0.8310
0.0179	0.0460	0.0179	0.5360	-0.1480	-0.8310
0.0171	0.0529	0.0171	0.5360	-0.1480	-0.8310
0.0207	0.0565	0.0207	0.5360	-0.1480	-0.8310
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0210	0.0498	0.0210	0.5360	-0.1480	-0.8310
0.0179	0.0460	0.0179	0.5360	-0.1480	-0.8310
0.0179	0.0460	0.0179	0.5360	-0.1480	-0.8310
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0179	0.0460	0.0179	0.5360	-0.1480	-0.8310
0.0291	0.0728	0.0291	0.9530	-0.0374	-0.3003
0.0261	0.0693	0.0261	0.9530	-0.0374	-0.3003
0.0267	0.0758	0.0267	0.9530	-0.0374	-0.3003
0.0295	0.0793	0.0295	0.9530	-0.0374	-0.3003
0.0268	0.0825	0.0268	0.9530	-0.0374	-0.3003
0.0262	0.0892	0.0262	0.9530	-0.0374	-0.3003
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0293	0.0860	0.0293	0.9530	-0.0374	-0.3003
0.0314	0.0830	0.0314	0.9530	-0.0374	-0.3003
0.0295	0.0793	0.0295	0.9530	-0.0374	-0.3003
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0312	0.0764	0.0312	0.9530	-0.0374	-0.3003
0.0319	0.0964	0.0319	0.9873	-0.0140	-0.1579
0.0319	0.0964	0.0319	0.9873	-0.0140	-0.1579
0.0322	0.0896	0.0322	0.9873	-0.0140	-0.1579
0.0319	0.0964	0.0319	0.9873	-0.0140	-0.1579
0.0300	0.0927	0.0300	0.9873	-0.0140	-0.1579
0.0269	0.0958	0.0269	0.9873	-0.0140	-0.1579
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0319	0.0964	0.0319	0.9873	-0.0140	-0.1579
0.0319	0.0964	0.0319	0.9873	-0.0140	-0.1579
