27044	1304083977.131910	4.527473 3.197802 -19.489453 25.659341 -11.635275 0.002248 -0.003148 17.249986 10.286716 6.187143 2.501356 2.023566 11.330321 0.893128 2.567043 1.421176
27045	1304083977.141971	4.527473 3.197802 -19.577365 25.659341 -11.666407 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27046	1304083977.152043	4.527473 3.197802 -19.665277 25.659341 -11.690464 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.411163 11.330321 0.893128 2.567043 1.421176
27047	1304083977.162122	4.527473 3.197802 -19.665277 25.659341 -11.694709 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27048	1304083977.172197	4.43956 3.197802 -19.841101 25.747253 -11.694709 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27049	1304083977.182257	4.43956 3.10989 -19.753189 25.747253 -11.694709 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.411163 11.330321 0.893128 2.567043 1.421176
27050	1304083977.192341	4.43956 3.10989 -19.753189 25.747253 -11.694709 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.411163 11.330321 0.893128 2.567043 1.421176
27051	1304083977.202431	4.43956 2.934066 -19.665277 25.835165 -11.697539 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.411163 11.330321 0.893128 2.567043 1.421176
27052	1304083977.212541	4.43956 2.934066 -19.665277 25.835165 -11.700369 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27053	1304083977.222644	4.351648 2.934066 -19.753189 25.835165 -11.7032 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27054	1304083977.232778	4.351648 2.846154 -19.753189 25.835165 -11.70886 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27055	1304083977.242838	4.351648 2.846154 -19.665277 25.835165 -11.718765 0.002248 -0.003148 17.249986 10.286716 6.187143 2.501356 2.023566 11.330321 0.893128 2.567043 1.421176
27056	1304083977.252899	4.351648 2.758242 -19.665277 25.835165 -11.730086 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27057	1304083977.262977	4.351648 2.758242 -19.753189 25.923077 -11.745652 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27058	1304083977.273020	4.263736 2.758242 -19.929013 25.923077 -11.771124 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27059	1304083977.283086	4.263736 2.758242 -19.929013 25.923077 -11.803671 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.411163 11.330321 0.893128 2.567043 1.421176
27060	1304083977.293146	4.263736 2.67033 -19.841101 26.010989 -11.841878 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27061	1304083977.303207	4.263736 2.67033 -19.841101 26.010989 -11.888576 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27062	1304083977.313269	4.263736 2.67033 -19.929013 26.010989 -11.94518 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27063	1304083977.323329	4.263736 2.582418 -19.841101 26.010989 -11.996123 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27064	1304083977.333400	4.175824 2.582418 -19.929013 26.098901 -12.052726 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27065	1304083977.343459	4.175824 2.494505 -19.929013 26.098901 -12.113575 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27066	1304083977.353521	4.175824 2.494505 -19.929013 26.186813 -12.180084 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27067	1304083977.363581	4.175824 2.494505 -19.929013 26.186813 -12.248008 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27068	1304083977.373660	4.175824 2.494505 -20.016925 26.186813 -12.323008 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27069	1304083977.383719	4.087912 2.406593 -20.104837 26.274725 -12.429139 0.002248 -0.003148 17.249986 10.286716 6.187143 2.925085 2.023566 11.330321 0.893128 2.567043 1.421176
27070	1304083977.393780	4.087912 2.318681 -19.929013 26.274725 -12.491403 0.002248 -0.003148 17.249986 10.286716 6.187143 2.501356 2.023566 11.330321 0.893128 2.567043 1.421176
27071	1304083977.403988	4.087912 2.494505 -20.016925 26.362637 -12.545177 0.002248 -0.003148 17.249986 10.286716 6.187143 2.501356 2.023566 11.330321 0.893128 2.567043 1.421176
