1766	1304083062.675780	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1767	1304083062.685813	-2.857143 17.0 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1768	1304083062.695898	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1769	1304083062.706024	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1770	1304083062.716086	-2.857143 17.087912 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1771	1304083062.726189	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1772	1304083062.736304	-2.857143 17.087912 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1773	1304083062.746448	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1774	1304083062.756585	-2.857143 17.0 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1775	1304083062.766653	-2.857143 17.0 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1776	1304083062.776714	-2.857143 17.0 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1777	1304083062.786779	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1778	1304083062.796841	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1779	1304083062.806899	-2.857143 17.0 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1780	1304083062.816990	-2.857143 17.087912 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1781	1304083062.827050	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1782	1304083062.837143	-2.857143 17.087912 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1783	1304083062.847216	-2.857143 17.087912 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1784	1304083062.857277	-2.857143 17.0 9.345712 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1785	1304083062.867336	-2.857143 17.087912 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1786	1304083062.877454	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1787	1304083062.887531	-2.857143 17.0 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1788	1304083062.897630	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1789	1304083062.907690	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1790	1304083062.917752	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.299986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1791	1304083062.927865	-2.857143 17.0 9.081976 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1792	1304083062.937965	-2.857143 17.087912 9.2578 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1793	1304083062.948026	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1794	1304083062.958103	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1795	1304083062.968164	-2.857143 17.0 9.2578 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1796	1304083062.978261	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1797	1304083062.988317	-2.857143 17.087912 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1798	1304083062.998378	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1799	1304083063.008457	-2.857143 17.087912 9.081976 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1800	1304083063.018546	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1801	1304083063.028607	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1802	1304083063.038669	-2.857143 17.0 9.169888 39.021978 -1.416927 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1803	1304083063.048730	-2.857143 17.0 9.169888 39.021978 -1.415512 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1804	1304083063.058820	-2.857143 17.0 9.169888 39.021978 -1.411267 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1805	1304083063.069227	-2.857143 17.0 9.169888 39.021978 -1.388626 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1806	1304083063.079318	-2.857143 17.0 9.169888 39.021978 -1.341928 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1807	1304083063.089395	-2.857143 17.0 9.169888 39.021978 -1.271173 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1808	1304083063.099459	-2.857143 17.0 9.081976 39.021978 -1.180608 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1809	1304083063.109521	-2.857143 17.0 9.169888 39.021978 -1.073061 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1810	1304083063.120019	-2.857143 17.0 9.345712 39.021978 -0.947118 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1811	1304083063.130098	-2.857143 17.087912 9.345712 39.021978 -0.807024 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1812	1304083063.140141	-2.857143 17.0 9.345712 39.021978 -0.662686 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1813	1304083063.150481	-2.857143 17.0 9.345712 39.021978 -0.515516 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1814	1304083063.160613	-2.857143 17.0 9.169888 39.021978 -0.383913 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1815	1304083063.170610	-2.857143 17.0 9.169888 39.021978 -0.272121 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1816	1304083063.180690	-2.857143 17.0 9.169888 39.021978 -0.194292 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1817	1304083063.190752	-2.857143 17.0 9.169888 39.021978 -0.151839 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1818	1304083063.200840	-2.857143 17.0 9.169888 39.021978 -0.144763 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1819	1304083063.210873	-2.857143 17.0 9.169888 39.021978 -0.146179 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1820	1304083063.220973	-2.857143 17.0 9.169888 39.021978 -0.146179 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1821	1304083063.231034	-2.857143 17.0 9.169888 39.021978 -0.146179 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1822	1304083063.241098	-2.857143 17.0 9.081976 39.021978 -0.146179 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1823	1304083063.251125	-2.857143 17.0 9.169888 39.021978 -0.147594 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
1824	1304083063.261203	-2.857143 17.0 9.081976 39.021978 -0.147594 0.484639 0.566114 18.449986 12.039118 6.187143 2.925085 2.023566 10.125502 7.054265 11.516459 3.185882
