0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.010	6.279	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.010	12.533	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.010	18.738	-0.006	0.183	-0.076	-0.031	0.016	0.012	-0.009
0.010	24.869	-0.006	0.183	-0.076	-0.031	0.016	0.012	-0.009
0.010	30.902	-0.001	0.198	-0.122	-0.061	0.015	0.019	-0.010
0.010	36.812	-0.001	0.198	-0.122	-0.061	0.015	0.019	-0.010
0.014	42.578	0.028	0.381	-0.015	-0.366	0.001	0.066	-0.010
0.010	48.175	0.032	0.748	0.137	-0.458	-0.009	0.107	-0.007
0.010	53.583	0.032	0.748	0.137	-0.458	-0.009	0.107	-0.007
0.010	58.779	0.032	0.824	-0.046	-0.305	0.004	0.115	-0.019
0.010	63.742	0.032	0.824	-0.046	-0.305	0.004	0.115	-0.019
0.010	68.455	0.039	0.763	-0.031	-0.305	-0.000	0.116	-0.018
0.010	72.897	0.039	0.763	-0.031	-0.305	-0.000	0.116	-0.018
0.010	77.051	0.043	0.748	0.031	-0.214	-0.013	0.118	-0.028
0.010	80.902	0.043	0.748	0.031	-0.214	-0.013	0.118	-0.028
0.010	84.433	0.078	0.641	0.229	-0.519	-0.027	0.142	-0.023
0.010	87.631	0.078	0.641	0.229	-0.519	-0.027	0.142	-0.023
0.010	90.483	-0.005	1.022	0.122	-0.183	-0.049	0.097	-0.026
0.010	92.978	-0.005	1.022	0.122	-0.183	-0.049	0.097	-0.026
0.010	95.106	0.035	0.763	0.015	-0.458	-0.040	0.111	-0.042
0.010	96.858	0.035	0.763	0.015	-0.458	-0.040	0.111	-0.042
0.010	98.229	-0.010	0.397	0.046	0.092	-0.041	0.029	-0.071
0.010	99.211	-0.010	0.397	0.046	0.092	-0.041	0.029	-0.071
0.010	99.803	-0.004	0.565	-0.031	0.214	-0.050	0.053	-0.070
0.010	100.000	-0.004	0.565	-0.031	0.214	-0.050	0.053	-0.070
0.010	99.803	0.004	-0.046	-0.031	0.549	-0.074	-0.001	-0.080
0.010	99.211	0.003	-0.046	-0.031	0.549	-0.074	-0.001	-0.080
0.010	98.229	-0.044	0.320	0.000	0.336	-0.082	-0.011	-0.084
0.010	96.858	-0.044	0.320	0.000	0.336	-0.082	-0.011	-0.084
0.010	95.106	-0.005	0.137	-0.031	0.214	-0.103	0.008	-0.095
0.010	92.978	-0.005	0.137	-0.031	0.214	-0.103	0.008	-0.095
0.010	90.483	-0.025	-0.336	-0.061	0.305	-0.092	-0.059	-0.125
0.010	87.631	-0.025	-0.336	-0.061	0.305	-0.092	-0.059	-0.125
0.010	84.433	-0.040	0.214	0.031	0.244	-0.112	-0.018	-0.123
0.010	80.902	-0.040	0.214	0.031	0.244	-0.112	-0.018	-0.123
0.010	77.051	-0.014	-0.473	0.122	0.305	-0.122	-0.061	-0.138
0.010	72.897	-0.013	-0.473	0.122	0.305	-0.122	-0.061	-0.138
0.010	68.455	-0.081	0.092	0.015	0.458	-0.119	-0.072	-0.147
0.010	63.742	-0.081	0.092	0.015	0.458	-0.119	-0.072	-0.147
0.010	58.779	-0.040	-0.504	0.076	0.397	-0.132	-0.091	-0.162
0.010	53.583	-0.041	-0.504	0.076	0.397	-0.132	-0.091	-0.162
0.010	48.175	-0.075	-0.076	0.000	0.427	-0.129	-0.083	-0.170
0.010	42.578	-0.075	-0.076	0.000	0.427	-0.129	-0.083	-0.170
0.010	36.812	-0.098	-0.458	0.046	0.488	-0.138	-0.143	-0.178
0.010	30.902	-0.098	-0.458	0.046	0.488	-0.138	-0.143	-0.178
0.010	24.869	-0.067	-0.290	0.061	0.061	-0.138	-0.096	-0.183
0.010	18.738	-0.067	-0.290	0.061	0.061	-0.138	-0.096	-0.183
0.010	12.533	-0.073	-0.626	0.107	0.397	-0.153	-0.136	-0.188
0.010	6.279	-0.074	-0.626	0.107	0.397	-0.153	-0.136	-0.188
0.010	-0.000	-0.077	-0.397	0.046	0.336	-0.143	-0.116	-0.184
0.010	-6.279	-0.076	-0.397	0.046	0.336	-0.143	-0.116	-0.184
0.010	-12.533	-0.058	-0.565	0.061	0.397	-0.141	-0.114	-0.195
0.010	-18.738	-0.057	-0.565	0.061	0.397	-0.141	-0.114	-0.195
0.010	-24.869	-0.040	-0.168	0.153	0.305	-0.159	-0.057	-0.186
0.010	-30.902	-0.040	-0.168	0.153	0.305	-0.159	-0.057	-0.186
0.010	-36.812	-0.034	-0.015	0.153	0.397	-0.157	-0.035	-0.184
0.010	-42.578	-0.034	-0.015	0.153	0.397	-0.157	-0.035	-0.184
